driver_id,ticket_number,ticket_date,ticket_type,resolution_status,response_time_hours,will_churn,is_noise_churn,ticket_type_missing,resolution_missing,response_time_missing,is_outlier_driver,ticket_type_encoded,resolution_encoded,ticket_risk_score,ticket_month,ticket_dayofweek,ticket_quarter,is_q4
11435,10,2023-05-07,defective_trip,unresolved,6.0,1,0,0,1,0,1,1,2,3,5,6,2,0
11436,1,2023-02-08,payment_delay,unresolved,5.5,0,0,0,1,0,0,3,2,1,2,2,1,0
11437,1,2023-05-02,fare_dispute,resolved,1.0,0,0,0,0,0,0,0,0,3,5,1,2,0
11437,2,2023-05-03,payment_delay,resolved,4.2,0,0,0,0,0,0,3,0,1,5,2,2,0
11437,3,2023-05-17,demand_issue,unresolved,52.7,0,0,0,1,0,0,2,2,2,5,2,2,0
11437,4,2023-05-30,payment_delay,partial,23.9,0,0,0,0,0,0,3,1,1,5,1,2,0
11438,1,2023-10-27,demand_issue,unresolved,2.7,0,0,0,1,0,0,2,2,2,10,4,4,1
11438,2,2023-11-03,demand_issue,partial,37.7,0,0,0,0,0,0,2,1,2,11,4,4,1
11438,3,2023-11-10,payment_delay,resolved,8.1,0,0,0,0,0,0,3,0,1,11,4,4,1
11439,1,2023-11-04,app_issue,partial,23.9,0,0,0,0,0,0,4,1,1,11,5,4,1
11439,2,2023-11-09,defective_trip,resolved,5.9,0,0,0,0,0,0,1,0,3,11,3,4,1
11440,1,2023-09-08,fare_dispute,resolved,5.2,0,0,0,0,0,0,0,0,3,9,4,3,0
11441,1,2023-03-08,payment_delay,resolved,8.4,0,0,0,0,0,0,3,0,1,3,2,1,0
11442,1,2023-01-15,fare_dispute,partial,37.7,0,0,0,0,0,0,0,1,3,1,6,1,0
11442,2,2023-01-25,payment_delay,unresolved,42.4,0,0,0,1,0,0,3,2,1,1,2,1,0
11443,1,2023-10-18,payment_delay,resolved,6.3,0,0,0,0,0,0,3,0,1,10,2,4,1
11444,1,2023-10-12,fare_dispute,unresolved,68.0,1,0,0,1,0,1,0,2,3,10,3,4,1
11444,2,2023-10-20,defective_trip,partial,31.8,1,0,0,0,0,1,1,1,3,10,4,4,1
11444,3,2023-10-27,defective_trip,resolved,4.2,1,0,0,0,0,1,1,0,3,10,4,4,1
11444,4,2023-10-31,unknown,unresolved,42.0,1,0,1,1,0,1,5,2,2,10,1,4,1
11444,5,2023-11-01,unknown,resolved,8.1,1,0,1,0,0,1,5,0,2,11,2,4,1
11444,6,2023-11-04,demand_issue,unresolved,56.8,1,0,0,1,0,1,2,2,2,11,5,4,1
11444,7,2023-11-06,defective_trip,unresolved,55.3,1,0,0,1,0,1,1,2,3,11,0,4,1
11444,8,2023-11-10,demand_issue,unresolved,58.4,1,0,0,1,0,1,2,2,2,11,4,4,1
11445,1,2023-04-07,demand_issue,unresolved,50.7,0,0,0,1,0,0,2,2,2,4,4,2,0
11446,1,2023-10-20,defective_trip,partial,23.0,0,0,0,0,0,0,1,1,3,10,4,4,1
11446,2,2023-10-25,payment_delay,resolved,7.9,0,0,0,0,0,0,3,0,1,10,2,4,1
11447,1,2023-04-12,payment_delay,resolved,7.8,0,0,0,0,0,0,3,0,1,4,2,2,0
11448,1,2023-06-19,defective_trip,unresolved,8.3,0,0,0,1,0,0,1,2,3,6,0,2,0
11448,2,2023-06-28,unknown,resolved,6.9,0,0,1,0,0,0,5,0,2,6,2,2,0
11448,3,2023-07-11,demand_issue,partial,6.3,0,0,0,0,0,0,2,1,2,7,1,3,0
11449,1,2023-08-11,payment_delay,partial,21.5,0,0,0,0,0,0,3,1,1,8,4,3,0
11450,1,2023-02-27,app_issue,resolved,1.7,0,0,0,0,0,0,4,0,1,2,0,1,0
11451,1,2023-05-01,app_issue,resolved,1.8,0,0,0,0,0,0,4,0,1,5,0,2,0
11451,2,2023-05-12,app_issue,resolved,5.1,0,0,0,0,0,0,4,0,1,5,4,2,0
11452,1,2023-10-22,defective_trip,resolved,5.7,0,0,0,0,0,0,1,0,3,10,6,4,1
11453,1,2023-07-09,demand_issue,resolved,9.9,0,0,0,0,0,0,2,0,2,7,6,3,0
11454,1,2023-02-03,defective_trip,partial,11.6,1,0,0,0,0,0,1,1,3,2,4,1,0
11454,2,2023-02-10,demand_issue,partial,29.3,1,0,0,0,0,0,2,1,2,2,4,1,0
11454,3,2023-02-11,app_issue,unresolved,6.2,1,0,0,1,0,0,4,2,1,2,5,1,0
11454,4,2023-02-13,unknown,partial,14.1,1,0,1,0,0,0,5,1,2,2,0,1,0
11454,5,2023-02-16,fare_dispute,resolved,1.8,1,0,0,0,0,0,0,0,3,2,3,1,0
11454,6,2023-02-18,unknown,partial,16.3,1,0,1,0,0,0,5,1,2,2,5,1,0
11455,1,2023-01-09,payment_delay,partial,35.4,0,0,0,0,0,0,3,1,1,1,0,1,0
11456,1,2023-07-28,demand_issue,resolved,8.1,0,0,0,0,0,0,2,0,2,7,4,3,0
11457,1,2023-06-12,defective_trip,unresolved,41.5,1,0,0,1,0,1,1,2,3,6,0,2,0
11457,2,2023-06-19,fare_dispute,partial,24.4,1,0,0,0,0,1,0,1,3,6,0,2,0
11457,3,2023-06-28,demand_issue,unresolved,44.8,1,0,0,1,0,1,2,2,2,6,2,2,0
11457,4,2023-07-01,unknown,unresolved,41.2,1,0,1,1,0,1,5,2,2,7,5,3,0
11457,5,2023-07-04,defective_trip,resolved,5.0,1,0,0,0,0,1,1,0,3,7,1,3,0
11457,6,2023-07-05,defective_trip,unresolved,41.5,1,0,0,1,0,1,1,2,3,7,2,3,0
11457,7,2023-07-09,demand_issue,unresolved,4.7,1,0,0,1,0,1,2,2,2,7,6,3,0
11457,8,2023-07-12,app_issue,unresolved,40.5,1,0,0,1,0,1,4,2,1,7,2,3,0
11457,9,2023-07-14,defective_trip,unresolved,39.3,1,0,0,1,0,1,1,2,3,7,4,3,0
11457,10,2023-07-18,fare_dispute,unresolved,60.5,1,0,0,1,0,1,0,2,3,7,1,3,0
11457,11,2023-07-22,demand_issue,partial,32.4,1,0,0,0,0,1,2,1,2,7,5,3,0
11457,12,2023-07-26,defective_trip,partial,29.0,1,0,0,0,0,1,1,1,3,7,2,3,0
11457,13,2023-07-27,fare_dispute,unresolved,57.2,1,0,0,1,0,1,0,2,3,7,3,3,0
11457,14,2023-07-28,fare_dispute,unresolved,3.0,1,0,0,1,0,1,0,2,3,7,4,3,0
11457,15,2023-08-01,fare_dispute,unresolved,41.5,1,0,0,1,0,1,0,2,3,8,1,3,0
11457,16,2023-08-02,defective_trip,resolved,1.0,1,0,0,0,0,1,1,0,3,8,2,3,0
11457,17,2023-08-03,fare_dispute,resolved,1.8,1,0,0,0,0,1,0,0,3,8,3,3,0
11457,18,2023-08-05,defective_trip,unresolved,7.2,1,0,0,1,0,1,1,2,3,8,5,3,0
11457,19,2023-08-06,fare_dispute,unresolved,59.5,1,0,0,1,0,1,0,2,3,8,6,3,0
11457,20,2023-08-12,defective_trip,partial,23.9,1,0,0,0,0,1,1,1,3,8,5,3,0
11457,21,2023-08-13,payment_delay,resolved,12.7,1,0,0,0,0,1,3,0,1,8,6,3,0
11457,22,2023-08-16,fare_dispute,resolved,4.2,1,0,0,0,0,1,0,0,3,8,2,3,0
11457,23,2023-08-17,fare_dispute,unresolved,41.5,1,0,0,1,0,1,0,2,3,8,3,3,0
11457,24,2023-08-18,fare_dispute,unresolved,45.9,1,0,0,1,0,1,0,2,3,8,4,3,0
11457,25,2023-08-21,fare_dispute,partial,35.6,1,0,0,0,0,1,0,1,3,8,0,3,0
11457,26,2023-08-22,unknown,unresolved,41.5,1,0,1,1,0,1,5,2,2,8,1,3,0
11457,27,2023-08-26,payment_delay,partial,16.5,1,0,0,0,0,1,3,1,1,8,5,3,0
11457,28,2023-08-30,defective_trip,unresolved,54.9,1,0,0,1,0,1,1,2,3,8,2,3,0
11457,29,2023-09-01,fare_dispute,unresolved,43.7,1,0,0,1,0,1,0,2,3,9,4,3,0
11457,30,2023-09-02,fare_dispute,unresolved,54.1,1,0,0,1,0,1,0,2,3,9,5,3,0
11457,31,2023-09-06,defective_trip,unresolved,33.0,1,0,0,1,0,1,1,2,3,9,2,3,0
11457,32,2023-09-08,unknown,resolved,5.5,1,0,1,0,0,1,5,0,2,9,4,3,0
11457,33,2023-09-13,payment_delay,unresolved,8.2,1,0,0,1,0,1,3,2,1,9,2,3,0
11457,34,2023-09-14,fare_dispute,unresolved,48.9,1,0,0,1,0,1,0,2,3,9,3,3,0
11457,35,2023-09-17,fare_dispute,partial,18.2,1,0,0,0,0,1,0,1,3,9,6,3,0
11458,1,2023-01-18,demand_issue,unresolved,2.8,0,0,0,1,0,1,2,2,2,1,2,1,0
11458,2,2023-01-27,unknown,resolved,6.5,0,0,1,0,0,1,5,0,2,1,4,1,0
11458,3,2023-02-14,defective_trip,resolved,11.0,0,0,0,0,0,1,1,0,3,2,1,1,0
11458,4,2023-02-27,unknown,resolved,3.2,0,0,1,0,0,1,5,0,2,2,0,1,0
11458,5,2023-02-28,demand_issue,partial,31.0,0,0,0,0,0,1,2,1,2,2,1,1,0
11458,6,2023-03-15,defective_trip,partial,16.0,0,0,0,0,0,1,1,1,3,3,2,1,0
11458,7,2023-03-27,unknown,resolved,6.0,0,0,1,0,0,1,5,0,2,3,0,1,0
11458,8,2023-04-04,demand_issue,resolved,3.3,0,0,0,0,0,1,2,0,2,4,1,2,0
11458,9,2023-04-10,demand_issue,resolved,7.4,0,0,0,0,0,1,2,0,2,4,0,2,0
11458,10,2023-04-22,demand_issue,resolved,8.2,0,0,0,0,0,1,2,0,2,4,5,2,0
11458,11,2023-04-30,demand_issue,partial,20.3,0,0,0,0,0,1,2,1,2,4,6,2,0
11458,12,2023-05-19,payment_delay,resolved,8.0,0,0,0,0,0,1,3,0,1,5,4,2,0
11458,13,2023-06-03,app_issue,partial,36.6,0,0,0,0,0,1,4,1,1,6,5,2,0
11458,14,2023-06-15,unknown,partial,32.4,0,0,1,0,0,1,5,1,2,6,3,2,0
11458,15,2023-07-09,payment_delay,resolved,10.0,0,0,0,0,0,1,3,0,1,7,6,3,0
11458,16,2023-07-17,unknown,resolved,1.8,0,0,1,0,0,1,5,0,2,7,0,3,0
11458,17,2023-08-02,payment_delay,unresolved,55.9,0,0,0,1,0,1,3,2,1,8,2,3,0
11458,18,2023-08-16,payment_delay,partial,22.7,0,0,0,0,0,1,3,1,1,8,2,3,0
11458,19,2023-08-26,demand_issue,resolved,8.3,0,0,0,0,0,1,2,0,2,8,5,3,0
11458,20,2023-09-07,demand_issue,resolved,10.1,0,0,0,0,0,1,2,0,2,9,3,3,0
11458,21,2023-09-10,fare_dispute,resolved,9.8,0,0,0,0,0,1,0,0,3,9,6,3,0
11458,22,2023-09-14,demand_issue,resolved,8.0,0,0,0,0,0,1,2,0,2,9,3,3,0
11458,23,2023-09-20,demand_issue,partial,19.3,0,0,0,0,0,1,2,1,2,9,2,3,0
11458,24,2023-10-01,payment_delay,resolved,9.5,0,0,0,0,0,1,3,0,1,10,6,4,1
11458,25,2023-10-20,defective_trip,resolved,3.0,0,0,0,0,0,1,1,0,3,10,4,4,1
11458,26,2023-11-04,defective_trip,partial,21.9,0,0,0,0,0,1,1,1,3,11,5,4,1
11458,27,2023-11-08,defective_trip,partial,12.9,0,0,0,0,0,1,1,1,3,11,2,4,1
11458,28,2023-11-13,payment_delay,resolved,3.0,0,0,0,0,0,1,3,0,1,11,0,4,1
11458,29,2023-11-18,demand_issue,unresolved,2.0,0,0,0,1,0,1,2,2,2,11,5,4,1
11458,30,2023-11-30,payment_delay,unresolved,6.7,0,0,0,1,0,1,3,2,1,11,3,4,1
11458,31,2023-12-13,defective_trip,unresolved,68.0,0,0,0,1,0,1,1,2,3,12,2,4,1
11458,32,2023-12-21,defective_trip,resolved,8.9,0,0,0,0,0,1,1,0,3,12,3,4,1
11458,33,2024-01-01,demand_issue,resolved,5.4,0,0,0,0,0,1,2,0,2,1,0,1,0
11458,34,2024-01-06,defective_trip,resolved,3.2,0,0,0,0,0,1,1,0,3,1,5,1,0
11458,35,2024-01-07,demand_issue,resolved,6.1,0,0,0,0,0,1,2,0,2,1,6,1,0
11458,36,2024-01-13,app_issue,resolved,1.6,0,0,0,0,0,1,4,0,1,1,5,1,0
11458,37,2024-01-23,demand_issue,resolved,9.6,0,0,0,0,0,1,2,0,2,1,1,1,0
11458,38,2024-01-26,app_issue,unresolved,41.5,0,0,0,1,0,1,4,2,1,1,4,1,0
11458,39,2024-02-05,unknown,resolved,4.8,0,0,1,0,0,1,5,0,2,2,0,1,0
11458,40,2024-02-14,app_issue,resolved,3.2,0,0,0,0,0,1,4,0,1,2,2,1,0
11458,41,2024-02-17,app_issue,resolved,6.4,0,0,0,0,0,1,4,0,1,2,5,1,0
11458,42,2024-03-02,payment_delay,partial,34.1,0,0,0,0,0,1,3,1,1,3,5,1,0
11458,43,2024-03-06,app_issue,resolved,6.0,0,0,0,0,0,1,4,0,1,3,2,1,0
11458,44,2024-03-18,demand_issue,resolved,3.3,0,0,0,0,0,1,2,0,2,3,0,1,0
11459,1,2023-01-19,defective_trip,unresolved,37.5,1,0,0,1,0,0,1,2,3,1,3,1,0
11459,2,2023-01-26,defective_trip,unresolved,65.7,1,0,0,1,0,0,1,2,3,1,3,1,0
11459,3,2023-02-10,fare_dispute,unresolved,49.6,1,0,0,1,0,0,0,2,3,2,4,1,0
11459,4,2023-02-13,demand_issue,unresolved,49.3,1,0,0,1,0,0,2,2,2,2,0,1,0
11459,5,2023-02-15,demand_issue,unresolved,28.3,1,0,0,1,0,0,2,2,2,2,2,1,0
11460,1,2023-03-15,demand_issue,partial,23.9,0,0,0,0,0,0,2,1,2,3,2,1,0
11461,1,2023-02-18,demand_issue,unresolved,10.0,0,0,0,1,0,0,2,2,2,2,5,1,0
11461,2,2023-02-27,payment_delay,partial,22.4,0,0,0,0,0,0,3,1,1,2,0,1,0
11462,1,2023-11-02,payment_delay,partial,18.2,0,0,0,0,0,0,3,1,1,11,3,4,1
11462,2,2023-11-11,unknown,resolved,4.4,0,0,1,0,0,0,5,0,2,11,5,4,1
11463,1,2023-03-22,payment_delay,resolved,4.4,0,0,0,0,0,0,3,0,1,3,2,1,0
11463,2,2023-04-02,payment_delay,resolved,5.4,0,0,0,0,0,0,3,0,1,4,6,2,0
11464,1,2023-02-19,demand_issue,resolved,6.8,0,0,0,0,0,0,2,0,2,2,6,1,0
11465,1,2023-02-21,app_issue,resolved,8.8,0,0,0,0,0,0,4,0,1,2,1,1,0
11466,1,2023-08-04,fare_dispute,resolved,7.1,0,0,0,0,0,0,0,0,3,8,4,3,0
11466,2,2023-08-08,payment_delay,unresolved,3.0,0,0,0,1,0,0,3,2,1,8,1,3,0
11466,3,2023-08-12,demand_issue,unresolved,7.1,0,0,0,1,0,0,2,2,2,8,5,3,0
11467,1,2023-01-08,app_issue,resolved,7.2,0,0,0,0,0,0,4,0,1,1,6,1,0
11467,2,2023-01-11,defective_trip,resolved,3.4,0,0,0,0,0,0,1,0,3,1,2,1,0
11468,1,2023-06-14,fare_dispute,resolved,1.0,0,0,0,0,0,0,0,0,3,6,2,2,0
11468,2,2023-06-25,demand_issue,partial,28.8,0,0,0,0,0,0,2,1,2,6,6,2,0
11469,1,2023-08-23,fare_dispute,unresolved,41.5,1,0,0,1,0,1,0,2,3,8,2,3,0
11469,2,2023-08-24,app_issue,unresolved,45.0,1,0,0,1,0,1,4,2,1,8,3,3,0
11469,3,2023-08-29,fare_dispute,resolved,5.7,1,0,0,0,0,1,0,0,3,8,1,3,0
11469,4,2023-08-31,payment_delay,partial,25.4,1,0,0,0,0,1,3,1,1,8,3,3,0
11469,5,2023-09-01,fare_dispute,unresolved,3.2,1,0,0,1,0,1,0,2,3,9,4,3,0
11469,6,2023-09-07,defective_trip,unresolved,41.5,1,0,0,1,0,1,1,2,3,9,3,3,0
11469,7,2023-09-08,defective_trip,partial,26.1,1,0,0,0,0,1,1,1,3,9,4,3,0
11469,8,2023-09-09,fare_dispute,partial,28.5,1,0,0,0,0,1,0,1,3,9,5,3,0
11469,9,2023-09-15,fare_dispute,partial,32.8,1,0,0,0,0,1,0,1,3,9,4,3,0
11470,1,2023-09-11,fare_dispute,resolved,1.9,0,0,0,0,0,0,0,0,3,9,0,3,0
11470,2,2023-09-27,payment_delay,partial,28.7,0,0,0,0,0,0,3,1,1,9,2,3,0
11471,1,2023-08-04,app_issue,unresolved,61.4,0,0,0,1,0,0,4,2,1,8,4,3,0
11472,1,2023-07-09,defective_trip,resolved,3.1,0,0,0,0,0,0,1,0,3,7,6,3,0
11473,1,2023-10-03,fare_dispute,partial,15.1,1,0,0,0,0,0,0,1,3,10,1,4,1
11473,2,2023-10-19,fare_dispute,partial,26.7,1,0,0,0,0,0,0,1,3,10,3,4,1
11473,3,2023-10-26,fare_dispute,unresolved,2.6,1,0,0,1,0,0,0,2,3,10,3,4,1
11474,1,2023-06-13,demand_issue,unresolved,4.1,0,0,0,1,0,0,2,2,2,6,1,2,0
11475,1,2023-04-21,fare_dispute,partial,15.0,0,0,0,0,0,0,0,1,3,4,4,2,0
11475,2,2023-04-28,app_issue,resolved,6.0,0,0,0,0,0,0,4,0,1,4,4,2,0
11476,1,2023-02-10,app_issue,resolved,9.3,0,0,0,0,0,0,4,0,1,2,4,1,0
11476,2,2023-02-11,fare_dispute,partial,23.9,0,0,0,0,0,0,0,1,3,2,5,1,0
11476,3,2023-02-20,fare_dispute,resolved,4.6,0,0,0,0,0,0,0,0,3,2,0,1,0
11476,4,2023-02-25,payment_delay,unresolved,8.2,0,0,0,1,0,0,3,2,1,2,5,1,0
11477,1,2023-03-30,demand_issue,resolved,8.3,0,0,0,0,0,1,2,0,2,3,3,1,0
11477,2,2023-04-05,app_issue,unresolved,6.9,0,0,0,1,0,1,4,2,1,4,2,2,0
11477,3,2023-04-20,unknown,resolved,9.2,0,0,1,0,0,1,5,0,2,4,3,2,0
11477,4,2023-05-01,unknown,resolved,4.0,0,0,1,0,0,1,5,0,2,5,0,2,0
11477,5,2023-05-10,fare_dispute,resolved,5.2,0,0,0,0,0,1,0,0,3,5,2,2,0
11477,6,2023-05-24,fare_dispute,unresolved,7.3,0,0,0,1,0,1,0,2,3,5,2,2,0
11477,7,2023-05-30,demand_issue,resolved,8.8,0,0,0,0,0,1,2,0,2,5,1,2,0
11477,8,2023-06-03,app_issue,resolved,4.1,0,0,0,0,0,1,4,0,1,6,5,2,0
11477,9,2023-07-01,demand_issue,resolved,6.0,0,0,0,0,0,1,2,0,2,7,5,3,0
11477,10,2023-07-08,demand_issue,resolved,3.4,0,0,0,0,0,1,2,0,2,7,5,3,0
11477,11,2023-07-14,fare_dispute,resolved,4.9,0,0,0,0,0,1,0,0,3,7,4,3,0
11477,12,2023-07-21,app_issue,resolved,2.9,0,0,0,0,0,1,4,0,1,7,4,3,0
11477,13,2023-07-29,app_issue,resolved,4.4,0,0,0,0,0,1,4,0,1,7,5,3,0
11477,14,2023-08-03,app_issue,resolved,10.2,0,0,0,0,0,1,4,0,1,8,3,3,0
11477,15,2023-08-16,fare_dispute,resolved,1.8,0,0,0,0,0,1,0,0,3,8,2,3,0
11477,16,2023-08-26,fare_dispute,partial,23.8,0,0,0,0,0,1,0,1,3,8,5,3,0
11477,17,2023-09-02,demand_issue,resolved,7.0,0,0,0,0,0,1,2,0,2,9,5,3,0
11477,18,2023-09-06,fare_dispute,resolved,7.4,0,0,0,0,0,1,0,0,3,9,2,3,0
11477,19,2023-09-15,defective_trip,resolved,9.7,0,0,0,0,0,1,1,0,3,9,4,3,0
11477,20,2023-09-29,unknown,partial,21.1,0,0,1,0,0,1,5,1,2,9,4,3,0
11477,21,2023-10-06,unknown,partial,24.6,0,0,1,0,0,1,5,1,2,10,4,4,1
11477,22,2023-10-19,demand_issue,unresolved,38.7,0,0,0,1,0,1,2,2,2,10,3,4,1
11477,23,2023-11-06,fare_dispute,partial,23.9,0,0,0,0,0,1,0,1,3,11,0,4,1
11477,24,2023-11-20,defective_trip,resolved,7.1,0,0,0,0,0,1,1,0,3,11,0,4,1
11477,25,2023-11-27,demand_issue,resolved,4.8,0,0,0,0,0,1,2,0,2,11,0,4,1
11477,26,2023-12-02,unknown,resolved,10.4,0,0,1,0,0,1,5,0,2,12,5,4,1
11477,27,2023-12-10,unknown,resolved,9.2,0,0,1,0,0,1,5,0,2,12,6,4,1
11478,1,2023-10-06,payment_delay,partial,24.2,1,1,0,0,0,0,3,1,1,10,4,4,1
11479,1,2023-02-17,demand_issue,unresolved,11.9,0,0,0,1,0,0,2,2,2,2,4,1,0
11480,1,2023-10-02,demand_issue,resolved,8.5,0,0,0,0,0,0,2,0,2,10,0,4,1
11480,2,2023-10-04,demand_issue,partial,23.4,0,0,0,0,0,0,2,1,2,10,2,4,1
11480,3,2023-10-18,payment_delay,resolved,4.9,0,0,0,0,0,0,3,0,1,10,2,4,1
11480,4,2023-10-20,app_issue,resolved,7.7,0,0,0,0,0,0,4,0,1,10,4,4,1
11481,1,2023-10-26,app_issue,resolved,8.0,0,0,0,0,0,0,4,0,1,10,3,4,1
11482,1,2023-05-04,payment_delay,partial,17.5,1,0,0,0,0,1,3,1,1,5,3,2,0
11482,2,2023-05-06,defective_trip,unresolved,55.3,1,0,0,1,0,1,1,2,3,5,5,2,0
11482,3,2023-05-14,app_issue,resolved,6.0,1,0,0,0,0,1,4,0,1,5,6,2,0
11482,4,2023-05-17,fare_dispute,resolved,5.7,1,0,0,0,0,1,0,0,3,5,2,2,0
11482,5,2023-05-18,demand_issue,unresolved,37.5,1,0,0,1,0,1,2,2,2,5,3,2,0
11482,6,2023-05-20,fare_dispute,partial,23.6,1,0,0,0,0,1,0,1,3,5,5,2,0
11482,7,2023-05-23,fare_dispute,unresolved,59.5,1,0,0,1,0,1,0,2,3,5,1,2,0
11482,8,2023-05-24,defective_trip,partial,24.1,1,0,0,0,0,1,1,1,3,5,2,2,0
11482,9,2023-05-29,app_issue,resolved,1.5,1,0,0,0,0,1,4,0,1,5,0,2,0
11482,10,2023-05-30,payment_delay,partial,7.8,1,0,0,0,0,1,3,1,1,5,1,2,0
11482,11,2023-06-04,defective_trip,unresolved,46.1,1,0,0,1,0,1,1,2,3,6,6,2,0
11482,12,2023-06-08,app_issue,partial,30.7,1,0,0,0,0,1,4,1,1,6,3,2,0
11482,13,2023-06-09,fare_dispute,unresolved,55.9,1,0,0,1,0,1,0,2,3,6,4,2,0
11482,14,2023-06-11,payment_delay,unresolved,41.4,1,0,0,1,0,1,3,2,1,6,6,2,0
11483,1,2023-02-08,app_issue,partial,23.9,0,0,0,0,0,0,4,1,1,2,2,1,0
11484,1,2023-03-25,fare_dispute,resolved,9.1,0,0,0,0,0,0,0,0,3,3,5,1,0
11485,1,2023-02-12,demand_issue,unresolved,2.7,0,0,0,1,0,0,2,2,2,2,6,1,0
11486,1,2023-02-09,demand_issue,unresolved,53.4,0,0,0,1,0,0,2,2,2,2,3,1,0
11487,1,2023-07-09,demand_issue,resolved,8.7,0,0,0,0,0,0,2,0,2,7,6,3,0
11487,2,2023-07-16,demand_issue,resolved,5.0,0,0,0,0,0,0,2,0,2,7,6,3,0
11487,3,2023-07-27,unknown,unresolved,35.2,0,0,1,1,0,0,5,2,2,7,3,3,0
11488,1,2023-09-05,payment_delay,resolved,6.0,0,0,0,0,0,0,3,0,1,9,1,3,0
11489,1,2023-04-30,demand_issue,partial,24.8,0,0,0,0,0,0,2,1,2,4,6,2,0
11490,1,2023-09-08,app_issue,partial,20.1,0,0,0,0,0,0,4,1,1,9,4,3,0
11491,1,2023-05-24,app_issue,partial,21.0,0,0,0,0,0,0,4,1,1,5,2,2,0
11491,2,2023-05-26,app_issue,partial,25.0,0,0,0,0,0,0,4,1,1,5,4,2,0
11491,3,2023-05-27,payment_delay,resolved,9.9,0,0,0,0,0,0,3,0,1,5,5,2,0
11491,4,2023-06-09,demand_issue,unresolved,5.5,0,0,0,1,0,0,2,2,2,6,4,2,0
11491,5,2023-06-18,demand_issue,resolved,10.5,0,0,0,0,0,0,2,0,2,6,6,2,0
11492,1,2023-10-23,app_issue,partial,29.0,0,0,0,0,0,0,4,1,1,10,0,4,1
11492,2,2023-10-30,fare_dispute,unresolved,23.4,0,0,0,1,0,0,0,2,3,10,0,4,1
11493,1,2023-10-24,payment_delay,resolved,4.4,0,0,0,0,0,1,3,0,1,10,1,4,1
11493,2,2023-11-15,fare_dispute,partial,24.8,0,0,0,0,0,1,0,1,3,11,2,4,1
11493,3,2023-11-16,demand_issue,resolved,11.1,0,0,0,0,0,1,2,0,2,11,3,4,1
11493,4,2023-11-18,payment_delay,resolved,8.8,0,0,0,0,0,1,3,0,1,11,5,4,1
11493,5,2023-11-29,unknown,resolved,9.3,0,0,1,0,0,1,5,0,2,11,2,4,1
11493,6,2023-11-30,payment_delay,unresolved,43.8,0,0,0,1,0,1,3,2,1,11,3,4,1
11493,7,2023-12-05,demand_issue,unresolved,56.1,0,0,0,1,0,1,2,2,2,12,1,4,1
11493,8,2023-12-14,demand_issue,resolved,4.3,0,0,0,0,0,1,2,0,2,12,3,4,1
11493,9,2023-12-26,demand_issue,partial,42.1,0,0,0,0,0,1,2,1,2,12,1,4,1
11493,10,2024-01-21,defective_trip,resolved,5.0,0,0,0,0,0,1,1,0,3,1,6,1,0
11493,11,2024-02-01,defective_trip,unresolved,24.1,0,0,0,1,0,1,1,2,3,2,3,1,0
11493,12,2024-02-09,defective_trip,resolved,12.4,0,0,0,0,0,1,1,0,3,2,4,1,0
11493,13,2024-02-20,app_issue,resolved,5.9,0,0,0,0,0,1,4,0,1,2,1,1,0
11493,14,2024-02-26,fare_dispute,resolved,6.5,0,0,0,0,0,1,0,0,3,2,0,1,0
11493,15,2024-03-04,defective_trip,resolved,1.0,0,0,0,0,0,1,1,0,3,3,0,1,0
11493,16,2024-03-10,defective_trip,resolved,3.4,0,0,0,0,0,1,1,0,3,3,6,1,0
11493,17,2024-03-24,demand_issue,resolved,6.6,0,0,0,0,0,1,2,0,2,3,6,1,0
11493,18,2024-04-01,defective_trip,unresolved,23.0,0,0,0,1,0,1,1,2,3,4,0,2,0
11493,19,2024-04-09,fare_dispute,unresolved,29.6,0,0,0,1,0,1,0,2,3,4,1,2,0
11493,20,2024-04-10,unknown,partial,19.5,0,0,1,0,0,1,5,1,2,4,2,2,0
11493,21,2024-04-17,fare_dispute,partial,15.3,0,0,0,0,0,1,0,1,3,4,2,2,0
11493,22,2024-04-24,fare_dispute,resolved,7.0,0,0,0,0,0,1,0,0,3,4,2,2,0
11493,23,2024-05-02,fare_dispute,resolved,6.0,0,0,0,0,0,1,0,0,3,5,3,2,0
11493,24,2024-05-14,fare_dispute,resolved,1.4,0,0,0,0,0,1,0,0,3,5,1,2,0
11493,25,2024-05-19,payment_delay,partial,33.7,0,0,0,0,0,1,3,1,1,5,6,2,0
11493,26,2024-05-22,demand_issue,resolved,6.0,0,0,0,0,0,1,2,0,2,5,2,2,0
11493,27,2024-06-09,payment_delay,resolved,6.0,0,0,0,0,0,1,3,0,1,6,6,2,0
11493,28,2024-06-12,fare_dispute,unresolved,7.3,0,0,0,1,0,1,0,2,3,6,2,2,0
11493,29,2024-07-01,demand_issue,resolved,4.6,0,0,0,0,0,1,2,0,2,7,0,3,0
11493,30,2024-07-06,payment_delay,partial,23.9,0,0,0,0,0,1,3,1,1,7,5,3,0
11493,31,2024-07-18,app_issue,resolved,4.9,0,0,0,0,0,1,4,0,1,7,3,3,0
11493,32,2024-07-19,demand_issue,resolved,5.8,0,0,0,0,0,1,2,0,2,7,4,3,0
11493,33,2024-08-01,unknown,resolved,10.6,0,0,1,0,0,1,5,0,2,8,3,3,0
