driver_id,total_tickets,fare_disputes,defective_trips,demand_issues,payment_delays,app_issues,unknown_tickets,high_risk_tickets,unresolved_count,resolved_count,partial_count,unresolved_rate,resolved_rate,repeat_issues,has_repeat_issues,is_outlier_driver,last_ticket_resolved,last_ticket_unresolved,last_ticket_risk,last_response_time,second_last_resolved,second_last_unresolved,second_last_risk,consecutive_unresolved_end,weighted_unresolved,weighted_high_risk,weighted_risk_score,weighted_response_time,journey_length_days,days_since_last_ticket,avg_gap_days,min_gap_days,max_gap_days,gap_std,escalation_rate,tickets_per_week,avg_response_time,max_response_time,response_time_trend,last_ticket_month,last_ticket_quarter,is_q4_churn,q4_ticket_rate,unresolved_high_risk,volume_x_unresolved,response_x_unresolved,will_churn,is_noise_churn
9877,3,2,0,1,0,0,0,2,0,2,1,0.0,0.6666666666666666,1,1,0,1,0,2,7.6,1,0,3,0,0.0,1.2,2.545454545454545,11.09090909090909,18,592,8.5,5,12,3.5,-7,1.1666666666666665,12.933333333333332,25.2,-17.6,8,3,0,0.0,0,0.0,0.0,0,0
9878,4,0,1,1,1,1,0,1,2,2,0,0.5,0.5,0,0,0,1,0,2,7.5,0,1,1,0,1.0,0.3,1.64,23.456,22,524,7.0,1,14,5.354126134736337,13,1.2727272727272727,26.575000000000003,50.2,-34.0,10,4,1,0.75,2,2.0,13.287500000000001,1,1
9879,4,2,2,0,0,0,0,4,4,0,0,1.0,0.0,2,1,0,0,1,3,32.0,0,1,3,4,2.5,2.5,3.0,44.576,19,562,6.0,1,11,4.08248290463863,5,1.4736842105263157,48.6,58.8,-26.799999999999997,9,3,0,0.0,16,4.0,48.6,1,0
9880,1,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,6.0,1,0,0,0,0.0,0.0,1.0,6.0,1,526,0.0,0,0,0.0,0,1.0,6.0,6.0,0.0,10,4,1,1.0,0,0.0,0.0,0,0
9881,3,0,0,0,1,1,1,0,2,1,0,0.6666666666666666,0.3333333333333333,0,0,0,1,0,1,6.6,0,1,1,0,1.2,0.0,1.2272727272727273,13.67272727272727,23,757,11.0,8,14,3.0,-6,0.9130434782608696,17.333333333333332,41.5,-34.9,2,1,0,0.0,0,2.0,11.555555555555554,0,0
9882,4,0,0,2,0,2,0,0,0,3,1,0.0,0.75,2,1,0,1,0,1,8.1,1,0,1,0,0.0,0.0,1.32,12.592,31,568,10.0,1,17,6.683312551921141,-11,0.9032258064516129,13.475,31.4,2.0999999999999996,8,3,0,0.0,0,0.0,0.0,0,0
9883,7,3,1,2,1,0,0,4,5,0,2,0.7142857142857143,0.0,3,1,1,0,1,3,57.3,0,1,3,3,2.5000000000000004,1.9000000000000001,2.5862068965517233,46.675862068965515,36,702,5.833333333333333,1,12,3.435921354681384,7,1.361111111111111,42.15714285714285,57.3,23.599999999999994,4,2,0,0.0,20,5.0,30.11224489795918,1,0
9884,2,0,1,1,0,0,0,1,0,2,0,0.0,1.0,0,0,0,1,0,2,5.5,1,0,3,0,0.0,0.7,2.411764705882353,5.911764705882353,11,585,10.0,10,10,0.0,0,1.2727272727272727,6.0,6.5,-1.0,8,3,0,0.0,0,0.0,0.0,0,0
9885,4,0,1,2,1,0,0,1,1,1,2,0.25,0.25,1,1,0,0,0,2,31.1,1,0,3,0,0.3,0.7,2.1599999999999997,20.78,16,649,5.0,1,8,2.943920288775949,5,1.75,22.05,41.5,-10.399999999999999,6,2,0,0.0,1,1.0,5.5125,1,0
9886,3,0,0,1,1,1,0,0,0,3,0,0.0,1.0,0,0,0,1,0,2,3.3,1,0,1,0,0.0,0.0,1.4545454545454546,6.459090909090909,14,693,6.5,3,10,3.5,-7,1.5,6.866666666666667,11.3,-2.7,4,2,0,0.0,0,0.0,0.0,0,0
9887,5,2,2,1,0,0,0,4,4,1,0,0.8,0.2,2,1,0,1,0,3,6.0,0,1,3,0,1.7,2.4000000000000004,2.8888888888888884,31.377777777777776,31,767,7.5,3,15,4.716990566028302,4,1.129032258064516,38.1,54.0,-38.9,2,1,0,0.0,16,4.0,30.480000000000004,1,0
9888,2,0,0,0,0,1,1,0,0,2,0,0.0,1.0,0,0,0,1,0,1,2.9,1,0,2,0,0.0,0.0,1.411764705882353,4.258823529411765,4,582,3.0,3,3,0.0,0,2.0,4.55,6.2,-3.3000000000000003,8,3,0,0.0,0,0.0,0.0,0,0
9889,4,1,1,1,1,0,0,2,0,2,2,0.0,0.5,0,0,0,0,0,3,27.7,0,0,1,0,0.0,1.5,2.32,20.996000000000002,28,709,9.0,6,14,3.559026084010437,7,1.0,17.55,27.7,19.5,4,2,0,0.0,0,0.0,0.0,0,0
9890,2,0,1,0,0,0,1,1,1,1,0,0.5,0.5,0,0,0,0,1,3,6.6,1,0,2,1,1.0,1.0,2.588235294117647,6.064705882352941,10,787,9.0,9,9,0.0,0,1.4,5.949999999999999,6.6,1.2999999999999998,1,1,0,0.0,1,1.0,2.9749999999999996,0,0
9891,1,0,1,0,0,0,0,1,0,1,0,0.0,1.0,0,0,0,1,0,3,6.0,1,0,0,0,0.0,1.0,3.0,6.0,1,736,0.0,0,0,0.0,0,1.0,6.0,6.0,0.0,3,1,0,0.0,0,0.0,0.0,0,0
9892,1,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0,0,0,1,0,2,8.8,1,0,0,0,0.0,0.0,2.0,8.8,1,596,0.0,0,0,0.0,0,1.0,8.8,8.8,0.0,7,3,0,0.0,0,0.0,0.0,1,1
9893,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,2,6.4,1,0,0,0,0.0,0.0,2.0,6.4,1,647,0.0,0,0,0.0,0,1.0,6.4,6.4,0.0,6,2,0,0.0,0,0.0,0.0,0,0
9894,6,1,3,2,0,0,0,4,3,2,1,0.5,0.3333333333333333,3,1,0,0,1,3,39.4,1,0,3,1,1.8,2.4000000000000004,2.8571428571428568,31.424999999999994,46,643,9.0,2,19,6.356099432828281,11,0.9130434782608696,29.816666666666666,50.1,9.2,6,2,0,0.0,12,3.0,14.908333333333333,1,0
9895,1,0,1,0,0,0,0,1,0,1,0,0.0,1.0,0,0,0,1,0,3,7.6,1,0,0,0,0.0,1.0,3.0,7.6,1,655,0.0,0,0,0.0,0,1.0,7.6,7.6,0.0,6,2,0,0.0,0,0.0,0.0,0,0
9896,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,2,11.5,1,0,0,0,0.0,0.0,2.0,11.5,1,741,0.0,0,0,0.0,0,1.0,11.5,11.5,0.0,3,1,0,0.0,0,0.0,0.0,0,0
9897,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,16.6,1,0,0,0,0.0,0.0,1.0,16.6,1,500,0.0,0,0,0.0,0,1.0,16.6,16.6,0.0,11,4,1,1.0,0,0.0,0.0,0,0
9898,6,3,2,1,0,0,0,5,0,5,1,0.0,0.8333333333333334,3,1,0,1,0,3,3.3,1,0,3,0,0.0,2.5000000000000004,2.8928571428571423,7.285714285714286,43,592,8.4,3,14,4.363484845854286,2,0.9767441860465116,9.933333333333334,24.7,-2.7,8,3,0,0.0,0,0.0,0.0,0,0
9899,1,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0,0,0,0,1,1,68.0,1,0,0,1,1.0,0.0,1.0,68.0,1,512,0.0,0,0,0.0,0,1.0,68.0,68.0,0.0,10,4,1,1.0,0,1.0,68.0,0,0
9900,1,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0,0,0,1,0,2,4.8,1,0,0,0,0.0,0.0,2.0,4.8,1,700,0.0,0,0,0.0,0,1.0,4.8,4.8,0.0,4,2,0,0.0,0,0.0,0.0,0,0
9901,4,0,0,1,2,1,0,0,2,0,2,0.5,0.0,1,1,0,0,1,1,41.5,0,0,1,1,1.3,0.0,1.2,34.676,20,740,6.333333333333333,3,9,2.494438257849294,2,1.4,34.150000000000006,41.5,0.0,3,1,0,0.0,0,2.0,17.075000000000003,1,0
9902,3,0,0,2,1,0,0,0,0,2,1,0.0,0.6666666666666666,1,1,0,0,0,1,25.1,1,0,2,0,0.0,0.0,1.5454545454545452,14.977272727272727,31,478,15.0,8,22,7.0,14,0.6774193548387096,12.866666666666667,25.1,17.1,11,4,1,1.0,0,0.0,0.0,0,0
9903,3,0,2,1,0,0,0,2,1,1,1,0.3333333333333333,0.3333333333333333,1,1,0,0,0,2,19.0,0,1,3,0,0.7,1.2,2.545454545454545,12.786363636363635,20,542,9.5,3,16,6.5,13,1.05,10.9,19.0,16.7,9,3,0,0.0,2,1.0,3.6333333333333333,0,0
9904,3,0,1,1,0,1,0,1,0,2,1,0.0,0.6666666666666666,0,0,0,0,0,1,31.2,1,0,3,0,0.0,0.7,1.8636363636363633,19.63181818181818,15,729,7.0,6,8,1.0,-2,1.4000000000000001,17.233333333333334,31.2,19.4,3,1,0,0.0,0,0.0,0.0,0,0
9905,1,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,10.0,1,0,0,0,0.0,0.0,1.0,10.0,1,683,0.0,0,0,0.0,0,1.0,10.0,10.0,0.0,5,2,0,0.0,0,0.0,0.0,0,0
9906,1,1,0,0,0,0,0,1,0,1,0,0.0,1.0,0,0,0,1,0,3,3.8,1,0,0,0,0.0,1.0,3.0,3.8,1,732,0.0,0,0,0.0,0,1.0,3.8,3.8,0.0,3,1,0,0.0,0,0.0,0.0,0,0
9907,27,5,2,7,7,4,2,7,4,16,7,0.14814814814814814,0.5925925925925926,21,1,1,1,0,1,9.5,1,0,2,0,0.44999999999999996,0.8500000000000002,1.7721518987341782,11.574683544303802,91,559,3.4615384615384617,1,13,2.4215501905687993,0,2.076923076923077,11.985185185185186,52.0,-11.3,9,3,0,0.0,28,4.0,1.7755829903978053,1,1
9908,2,0,1,0,0,1,0,1,1,1,0,0.5,0.5,0,0,0,0,1,3,4.8,1,0,1,1,1.0,1.0,2.1764705882352944,4.964705882352941,6,599,5.0,5,5,0.0,0,2.0,5.0,5.2,-0.40000000000000036,7,3,0,0.0,1,1.0,2.5,0,0
9909,2,0,0,0,1,0,1,0,0,2,0,0.0,1.0,0,0,0,1,0,1,3.7,1,0,2,0,0.0,0.0,1.411764705882353,5.01764705882353,18,544,17.0,17,17,0.0,0,0.7777777777777777,5.300000000000001,6.9,-3.2,9,3,0,0.0,0,0.0,0.0,0,0
9910,1,0,1,0,0,0,0,1,1,0,0,1.0,0.0,0,0,0,0,1,3,42.6,1,0,0,1,1.0,1.0,3.0,42.6,1,642,0.0,0,0,0.0,0,1.0,42.6,42.6,0.0,6,2,0,0.0,1,1.0,42.6,0,0
9911,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,2,1.0,1,0,0,0,0.0,0.0,2.0,1.0,1,759,0.0,0,0,0.0,0,1.0,1.0,1.0,0.0,2,1,0,0.0,0,0.0,0.0,1,1
9912,3,1,2,0,0,0,0,3,2,1,0,0.6666666666666666,0.3333333333333333,1,1,0,0,1,3,34.6,0,1,3,2,1.7,2.2,2.9999999999999996,30.28181818181818,17,627,8.0,6,10,2.0,4,1.2352941176470589,27.400000000000002,41.1,28.1,6,2,0,0.0,6,2.0,18.266666666666666,1,0
9913,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,2,8.0,1,0,0,0,0.0,0.0,2.0,8.0,1,742,0.0,0,0,0.0,0,1.0,8.0,8.0,0.0,3,1,0,0.0,0,0.0,0.0,1,1
9914,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,21.3,1,0,0,0,0.0,0.0,2.0,21.3,1,641,0.0,0,0,0.0,0,1.0,21.3,21.3,0.0,6,2,0,0.0,0,0.0,0.0,0,0
9915,1,1,0,0,0,0,0,1,0,1,0,0.0,1.0,0,0,0,1,0,3,6.6,1,0,0,0,0.0,1.0,3.0,6.6,1,737,0.0,0,0,0.0,0,1.0,6.6,6.6,0.0,3,1,0,0.0,0,0.0,0.0,0,0
9916,1,0,0,0,0,0,1,0,1,0,0,1.0,0.0,0,0,0,0,1,2,4.8,1,0,0,1,1.0,0.0,2.0,4.8,1,654,0.0,0,0,0.0,0,1.0,4.8,4.8,0.0,6,2,0,0.0,0,1.0,4.8,0,0
9917,5,3,2,0,0,0,0,5,2,1,2,0.4,0.2,3,1,0,0,0,3,40.0,0,1,3,0,1.0,2.7,2.9999999999999996,32.58888888888888,35,759,8.5,5,15,4.092676385936225,4,1.0,29.759999999999998,41.5,19.7,2,1,0,0.0,10,2.0,11.904,1,0
9918,6,2,3,0,1,0,0,5,4,2,0,0.6666666666666666,0.3333333333333333,3,1,0,1,0,3,8.7,0,1,3,0,1.5,2.5000000000000004,2.7857142857142856,16.189285714285713,27,601,5.2,1,10,3.059411708155671,3,1.5555555555555556,25.166666666666668,54.5,-45.8,7,3,0,0.0,20,4.0,16.77777777777778,1,0
9919,4,0,1,0,2,1,0,1,0,2,2,0.0,0.5,1,1,0,1,0,1,4.8,0,0,3,0,0.0,0.7,1.5599999999999998,13.528,28,713,9.0,4,12,3.559026084010437,8,1.0,14.149999999999999,23.9,-3.500000000000001,4,2,0,0.0,0,0.0,0.0,1,1
9920,1,0,1,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,22.5,1,0,0,0,0.0,1.0,3.0,22.5,1,656,0.0,0,0,0.0,0,1.0,22.5,22.5,0.0,5,2,0,0.0,0,0.0,0.0,1,1
9921,2,0,0,1,0,0,1,0,1,0,1,0.5,0.0,0,0,0,0,0,2,32.9,0,1,2,0,0.7,0.0,2.0,22.523529411764706,6,553,5.0,5,5,0.0,0,2.0,20.3,32.9,25.2,9,3,0,0.0,0,1.0,10.15,1,1
9922,1,1,0,0,0,0,0,1,0,1,0,0.0,1.0,0,0,0,1,0,3,3.8,1,0,0,0,0.0,1.0,3.0,3.8,1,735,0.0,0,0,0.0,0,1.0,3.8,3.8,0.0,3,1,0,0.0,0,0.0,0.0,0,0
9923,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,2,10.3,1,0,0,0,0.0,0.0,2.0,10.3,1,599,0.0,0,0,0.0,0,1.0,10.3,10.3,0.0,7,3,0,0.0,0,0.0,0.0,0,0
9924,1,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,41.6,1,0,0,0,0.0,1.0,3.0,41.6,1,791,0.0,0,0,0.0,0,1.0,41.6,41.6,0.0,1,1,0,0.0,0,0.0,0.0,0,0
9925,1,0,0,0,1,0,0,0,1,0,0,1.0,0.0,0,0,0,0,1,1,51.9,1,0,0,1,1.0,0.0,1.0,51.9,1,643,0.0,0,0,0.0,0,1.0,51.9,51.9,0.0,6,2,0,0.0,0,1.0,51.9,0,0
9926,3,0,1,0,0,1,1,1,1,1,1,0.3333333333333333,0.3333333333333333,0,0,0,0,0,2,14.7,0,1,1,0,0.7,0.5,1.909090909090909,18.986363636363635,20,717,9.5,8,11,1.5,-3,1.05,18.400000000000002,34.1,8.299999999999999,3,1,0,0.0,1,1.0,6.133333333333334,0,0
9927,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,2,1.0,1,0,0,0,0.0,0.0,2.0,1.0,1,532,0.0,0,0,0.0,0,1.0,1.0,1.0,0.0,10,4,1,1.0,0,0.0,0.0,0,0
9928,3,1,0,0,1,1,0,1,1,1,1,0.3333333333333333,0.3333333333333333,0,0,0,1,0,3,2.3,0,0,1,0,0.5,1.0,1.909090909090909,10.586363636363636,31,556,15.0,15,15,0.0,0,0.6774193548387096,11.066666666666665,27.7,-0.9000000000000004,9,3,0,0.0,1,1.0,3.688888888888888,0,0
9929,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,15.2,1,0,0,0,0.0,0.0,2.0,15.2,1,576,0.0,0,0,0.0,0,1.0,15.2,15.2,0.0,8,3,0,0.0,0,0.0,0.0,0,0
9930,3,1,0,0,1,1,0,1,1,2,0,0.3333333333333333,0.6666666666666666,0,0,0,1,0,1,3.4,0,1,1,0,0.7,0.5,1.4545454545454546,24.749999999999996,23,512,11.0,2,20,9.0,-18,0.9130434782608696,26.100000000000005,68.0,-3.5000000000000004,10,4,1,0.6666666666666666,1,1.0,8.700000000000001,0,0
9931,3,0,0,1,1,1,0,0,1,2,0,0.3333333333333333,0.6666666666666666,0,0,0,1,0,2,3.2,0,1,1,0,0.7,0.0,1.4545454545454546,5.959090909090909,29,547,14.0,9,19,5.0,-10,0.7241379310344827,6.433333333333334,9.3,-3.5999999999999996,9,3,0,0.0,0,1.0,2.1444444444444444,0,0
9932,6,0,1,2,1,1,1,1,0,5,1,0.0,0.8333333333333334,1,1,0,1,0,1,3.1,1,0,2,0,0.0,0.1,1.607142857142857,6.8999999999999995,40,624,7.8,3,10,2.638181191654584,-1,1.05,11.5,30.6,-27.5,7,3,0,0.0,0,0.0,0.0,0,0
9933,2,1,1,0,0,0,0,2,2,0,0,1.0,0.0,0,0,0,0,1,3,29.9,0,1,3,2,1.7,1.7,3.0,43.035294117647055,7,518,6.0,6,6,0.0,0,2.0,45.849999999999994,61.8,-31.9,10,4,1,1.0,4,2.0,45.849999999999994,1,0
9934,1,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,7.8,1,0,0,0,0.0,0.0,1.0,7.8,1,551,0.0,0,0,0.0,0,1.0,7.8,7.8,0.0,9,3,0,0.0,0,0.0,0.0,0,0
9935,2,0,0,0,1,1,0,0,0,2,0,0.0,1.0,0,0,0,1,0,1,10.6,1,0,1,0,0.0,0.0,1.0,7.841176470588236,11,630,10.0,10,10,0.0,0,1.2727272727272727,7.25,10.6,6.699999999999999,6,2,0,0.0,0,0.0,0.0,0,0
9936,2,0,0,0,1,0,1,0,0,2,0,0.0,1.0,0,0,0,1,0,1,6.9,1,0,2,0,0.0,0.0,1.411764705882353,6.529411764705882,9,766,8.0,8,8,0.0,0,1.5555555555555554,6.45,6.9,0.9000000000000004,2,1,0,0.0,0,0.0,0.0,0,0
9937,4,0,0,3,0,0,1,0,1,2,1,0.25,0.5,2,1,0,0,0,2,22.1,1,0,2,0,0.3,0.0,2.0,17.02,37,583,12.0,8,18,4.320493798938574,10,0.7567567567567568,19.15,40.0,-17.9,8,3,0,0.0,0,1.0,4.7875,0,0
9938,6,2,1,2,0,0,1,3,5,0,1,0.8333333333333334,0.0,2,1,0,0,1,2,37.1,0,1,3,2,2.3000000000000003,1.4,2.4999999999999996,34.45,38,619,7.4,1,21,7.49933330370107,9,1.1052631578947367,29.666666666666668,43.5,32.9,7,3,0,0.0,15,5.0,24.722222222222225,1,0
9939,2,0,0,0,0,0,2,0,0,2,0,0.0,1.0,1,1,0,1,0,2,6.0,1,0,2,0,0.0,0.0,2.0,5.258823529411765,21,635,20.0,20,20,0.0,0,0.6666666666666666,5.1,6.0,1.7999999999999998,6,2,0,0.0,0,0.0,0.0,0,0
9940,3,0,1,0,0,2,0,1,0,2,1,0.0,0.6666666666666666,1,1,0,1,0,1,7.8,1,0,1,0,0.0,0.5,1.4545454545454546,12.990909090909089,14,520,6.5,4,9,2.5,5,1.5,15.866666666666665,35.4,-27.599999999999998,10,4,1,1.0,0,0.0,0.0,0,0
9941,4,1,1,1,0,1,0,2,0,2,2,0.0,0.5,0,0,0,0,0,3,18.9,1,0,1,0,0.0,1.3,2.2399999999999998,11.867999999999999,32,636,10.333333333333334,6,15,3.681787005729087,9,0.875,11.899999999999999,20.3,-1.4000000000000021,6,2,0,0.0,0,0.0,0.0,0,0
9942,4,0,0,3,0,1,0,0,1,2,1,0.25,0.5,2,1,0,1,0,1,6.5,0,0,2,0,0.5,0.0,1.6,10.488,34,602,11.0,8,16,3.559026084010437,-7,0.823529411764706,9.775,19.8,3.8,7,3,0,0.0,0,1.0,2.44375,0,0
9943,7,2,2,0,2,0,1,4,5,2,0,0.7142857142857143,0.2857142857142857,3,1,1,0,1,3,57.3,0,1,3,3,2.4000000000000004,2.2,2.6896551724137923,36.70689655172413,36,485,5.833333333333333,1,17,5.814254514170804,15,1.361111111111111,29.614285714285717,57.3,24.0,11,4,1,1.0,20,5.0,21.1530612244898,1,0
9944,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,2,8.0,1,0,0,0,0.0,0.0,2.0,8.0,1,637,0.0,0,0,0.0,0,1.0,8.0,8.0,0.0,6,2,0,0.0,0,0.0,0.0,0,0
9945,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,15.3,1,0,0,0,0.0,0.0,1.0,15.3,1,700,0.0,0,0,0.0,0,1.0,15.3,15.3,0.0,4,2,0,0.0,0,0.0,0.0,0,0
9946,12,1,2,4,3,1,1,3,7,3,2,0.5833333333333334,0.25,6,1,1,1,0,3,8.6,0,0,2,0,1.2000000000000002,1.55,2.390625,22.934375000000003,40,621,3.5454545454545454,1,8,2.3879864611933996,6,2.1,31.600000000000005,68.0,-46.8,7,3,0,0.0,21,7.0,18.433333333333337,1,0
9947,2,0,1,0,0,1,0,1,0,2,0,0.0,1.0,0,0,0,1,0,3,3.8,1,0,1,0,0.0,1.0,2.1764705882352944,2.6470588235294117,17,560,16.0,16,16,0.0,0,0.823529411764706,2.4,3.8,2.8,9,3,0,0.0,0,0.0,0.0,0,0
9948,1,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,6.8,1,0,0,0,0.0,0.0,1.0,6.8,1,741,0.0,0,0,0.0,0,1.0,6.8,6.8,0.0,3,1,0,0.0,0,0.0,0.0,0,0
9949,1,0,1,0,0,0,0,1,0,1,0,0.0,1.0,0,0,0,1,0,3,4.6,1,0,0,0,0.0,1.0,3.0,4.6,1,681,0.0,0,0,0.0,0,1.0,4.6,4.6,0.0,5,2,0,0.0,0,0.0,0.0,0,0
9950,1,0,1,0,0,0,0,1,0,1,0,0.0,1.0,0,0,0,1,0,3,4.9,1,0,0,0,0.0,1.0,3.0,4.9,1,769,0.0,0,0,0.0,0,1.0,4.9,4.9,0.0,2,1,0,0.0,0,0.0,0.0,0,0
9951,1,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0,0,0,1,0,2,7.4,1,0,0,0,0.0,0.0,2.0,7.4,1,523,0.0,0,0,0.0,0,1.0,7.4,7.4,0.0,10,4,1,1.0,0,0.0,0.0,0,0
9952,3,0,0,1,0,1,1,0,2,1,0,0.6666666666666666,0.3333333333333333,0,0,0,1,0,2,7.1,0,1,1,0,1.2,0.0,1.6818181818181817,14.32272727272727,18,548,8.5,7,10,1.5,-3,1.1666666666666665,18.266666666666666,44.9,-37.8,9,3,0,0.0,0,2.0,12.177777777777777,1,0
9953,1,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,23.9,1,0,0,0,0.0,1.0,3.0,23.9,1,794,0.0,0,0,0.0,0,1.0,23.9,23.9,0.0,1,1,0,0.0,0,0.0,0.0,1,1
9954,2,0,0,2,0,0,0,0,0,2,0,0.0,1.0,1,1,0,1,0,2,7.9,1,0,2,0,0.0,0.0,2.0,6.500000000000001,6,568,5.0,5,5,0.0,0,2.0,6.2,7.9,3.4000000000000004,8,3,0,0.0,0,0.0,0.0,0,0
9955,8,4,1,0,2,1,0,5,3,4,1,0.375,0.5,4,1,1,0,1,1,47.3,1,0,3,1,1.3,1.6,2.066666666666666,27.099999999999994,29,506,4.0,3,6,0.9258200997725514,-1,1.9310344827586206,24.35,55.9,-1.2000000000000028,10,4,1,0.875,15,3.0,9.131250000000001,1,0
9956,1,1,0,0,0,0,0,1,1,0,0,1.0,0.0,0,0,0,0,1,3,3.0,1,0,0,1,1.0,1.0,3.0,3.0,1,590,0.0,0,0,0.0,0,1.0,3.0,3.0,0.0,8,3,0,0.0,1,1.0,3.0,0,0
9957,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,26.0,1,0,0,0,0.0,0.0,1.0,26.0,1,702,0.0,0,0,0.0,0,1.0,26.0,26.0,0.0,4,2,0,0.0,0,0.0,0.0,0,0
9958,1,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,12.7,1,0,0,0,0.0,0.0,1.0,12.7,1,533,0.0,0,0,0.0,0,1.0,12.7,12.7,0.0,10,4,1,1.0,0,0.0,0.0,0,0
9959,2,0,0,1,0,1,0,0,0,1,1,0.0,0.5,0,0,0,1,0,1,9.1,0,0,2,0,0.0,0.0,1.411764705882353,10.005882352941176,16,511,15.0,15,15,0.0,0,0.875,10.2,11.3,-2.200000000000001,10,4,1,1.0,0,0.0,0.0,0,0
9960,2,0,1,1,0,0,0,1,0,2,0,0.0,1.0,0,0,0,1,0,3,5.4,1,0,2,0,0.0,1.0,2.588235294117647,6.305882352941176,12,762,11.0,11,11,0.0,0,1.1666666666666667,6.5,7.6,-2.1999999999999993,2,1,0,0.0,0,0.0,0.0,0,0
9961,3,1,0,1,1,0,0,1,0,3,0,0.0,1.0,0,0,0,1,0,3,6.0,1,0,2,0,0.0,1.0,2.227272727272727,7.6409090909090915,32,582,15.5,15,16,0.5,-1,0.65625,8.366666666666667,12.8,-6.800000000000001,8,3,0,0.0,0,0.0,0.0,0,0
9962,2,1,0,0,0,0,1,1,0,2,0,0.0,1.0,0,0,0,1,0,2,9.5,1,0,3,0,0.0,0.7,2.411764705882353,8.058823529411764,10,623,9.0,9,9,0.0,0,1.4,7.75,9.5,3.5,7,3,0,0.0,0,0.0,0.0,0,0
9963,1,0,0,1,0,0,0,0,1,0,0,1.0,0.0,0,0,0,0,1,2,36.3,1,0,0,1,1.0,0.0,2.0,36.3,1,733,0.0,0,0,0.0,0,1.0,36.3,36.3,0.0,3,1,0,0.0,0,1.0,36.3,0,0
9964,1,0,1,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,45.3,1,0,0,0,0.0,1.0,3.0,45.3,1,585,0.0,0,0,0.0,0,1.0,45.3,45.3,0.0,8,3,0,0.0,0,0.0,0.0,0,0
9965,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,2,5.0,1,0,0,0,0.0,0.0,2.0,5.0,1,680,0.0,0,0,0.0,0,1.0,5.0,5.0,0.0,5,2,0,0.0,0,0.0,0.0,0,0
9966,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,8.0,1,0,0,0,0.0,0.0,2.0,8.0,1,571,0.0,0,0,0.0,0,1.0,8.0,8.0,0.0,8,3,0,0.0,0,0.0,0.0,0,0
9967,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,2,11.5,1,0,0,0,0.0,0.0,2.0,11.5,1,535,0.0,0,0,0.0,0,1.0,11.5,11.5,0.0,9,3,0,0.0,0,0.0,0.0,0,0
9968,1,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0,0,0,1,0,2,7.0,1,0,0,0,0.0,0.0,2.0,7.0,1,619,0.0,0,0,0.0,0,1.0,7.0,7.0,0.0,7,3,0,0.0,0,0.0,0.0,0,0
9969,1,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,1.8,1,0,0,0,0.0,0.0,1.0,1.8,1,657,0.0,0,0,0.0,0,1.0,1.8,1.8,0.0,5,2,0,0.0,0,0.0,0.0,0,0
9970,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,2,7.0,1,0,0,0,0.0,0.0,2.0,7.0,1,559,0.0,0,0,0.0,0,1.0,7.0,7.0,0.0,9,3,0,0.0,0,0.0,0.0,0,0
